x,y
273.5793861544475,472.57548122230605
259.3012916281776,500.0
265.89431473819985,500.0
283.28598493981815,500.0
285.3233650024725,500.0
288.13411977515426,500.0
310.2131074090403,500.0
310.4026613804372,500.0
310.8258863395476,500.0
348.7134639688384,500.0
354.9832013833478,500.0
352.68846613953787,500.0
353.34569110184975,500.0
348.66863458851407,500.0
303.9610383911471,500.0
303.14924196654255,499.6763781423567
303.082060526001,499.6160759290072
279.22965091415966,469.96443301658786
279.22965091415966,469.96443301658786
279.22965091415966,469.96443301658786
279.22965091415966,469.96443301658786
275.9393838359976,456.7376746695347
270.4515992134024,444.4858395597572
233.786869466569,430.3808544790877
218.26684249602062,396.29902994693447
209.75409699191766,387.7693305815726
209.77783949901823,363.90276932187396
240.64146092872502,333.0875821220561
240.71156118074424,308.3252577534717
240.71156118074424,308.3252577534717
240.71156118074424,308.3252577534717
240.71156118074424,308.3252577534717
240.71156118074424,308.3252577534717
235.4636591588373,303.04752396711433
235.49324905351253,292.6070553867894
211.7570278159175,255.01926560136417
181.97089403989418,232.61048806634145
181.97089403989418,232.61048806634145
181.97089403989418,232.61048806634145
176.29585442393656,192.50128198628084
171.64651460951586,189.00452785402376
169.70490933009148,175.28204359541706
140.38909165753702,153.18933566693426
133.723674129247,133.38474098199384
106.79278021104378,120.01678206715391
64.41545748355271,134.27924227040612
64.41545748355271,134.27924227040612
64.41545748355271,134.27924227040612
64.41545748355271,134.27924227040612
53.72911524590836,130.36189979811758
22.4984031534572,144.8205826347048
0.0,128.17775557848066
0.0,109.87642820810052
0.0,100.49302250694997
0.0,78.70470798091894
0.0,70.87250101931917
0.0,73.31669747199507
0.0,101.05615495974547
0.0,113.92615979052641
0.0,138.72560193298415
2.7125271932422645,171.8726911838819
3.612313887845728,173.70058629520292
9.844329754161711,175.82115633719354
27.275113588470496,170.98098581679852
65.36812291188355,192.4668511496375
97.49486954165445,183.5117725197106
120.48412111563127,196.4785601848067
132.7429781621697,239.0016970760531
135.24883600068537,244.08695860009186
155.62861431009344,252.50856253458366
200.62918916341113,233.83967157735265
200.62918916341113,233.83967157735265
200.62918916341113,233.83967157735265
200.62918916341113,233.83967157735265
200.62918916341113,233.83967157735265
200.62918916341113,233.83967157735265
202.47437410363344,234.60278189965888
203.37773513172698,235.523445977579
241.95798954996647,250.27129524233854
261.2335910158404,241.6570059453534
264.4532033614889,242.8706476736487
276.8020054934475,269.7908861499447
306.75238214379556,299.82807303077055
354.1099415854058,302.03750270703426
354.1099415854058,302.03750270703426
354.1099415854058,302.03750270703426
354.1099415854058,302.03750270703426
354.1099415854058,302.03750270703426
354.1099415854058,302.03750270703426
354.1099415854058,302.03750270703426
354.1099415854058,302.03750270703426
401.67828506337383,317.3164086205552
401.67828506337383,317.3164086205552
401.67828506337383,317.3164086205552
401.67828506337383,317.3164086205552
416.3209149752283,330.83033924886075
420.93404448839703,371.8711108159738
420.93404448839703,371.8711108159738
401.14318760685853,396.6783460254371
397.715607594227,401.35633011392946
401.1190572195994,423.42001076475253
394.6161360149148,450.8177993616858
394.6161360149148,450.8177993616858
394.92608099463024,455.88209149557355
393.9356230655551,457.1408131695888
364.65045324146814,460.6337086757645
343.61698852213027,487.31087086788847
339.26807896721715,488.17510000683626
318.5900293939381,474.3530249346304
304.3444224784965,435.9412119882159
310.70695278562596,401.39339930628984
315.17496115186316,376.2347171140446
315.17496115186316,376.2347171140446
314.7318430194367,362.31028522379466
316.8208684839822,355.5301290958561
334.3798094643514,346.2003355959105
351.11349494276254,311.4564553723387
352.0257088090411,310.7586854624162
354.86602656128827,289.4343936610614
387.9005983109729,264.1655930747447
421.17788139163855,268.5979913218611
467.1665792863063,286.66254294406906
467.1665792863063,286.66254294406906
467.1665792863063,286.66254294406906
467.1665792863063,286.66254294406906
467.1665792863063,286.66254294406906
467.1665792863063,286.66254294406906
467.78786175869305,287.3086243783049
500.0,288.155804568224
500.0,304.49422064454956
500.0,321.74650524273045
500.0,321.9098262827963
500.0,348.02332104805714
500.0,379.7596212875998
488.8768811760483,425.71461849239813
488.42450011052676,426.41288313826163
447.15772478729593,440.16360112837094
447.15772478729593,440.16360112837094
447.15772478729593,440.16360112837094
447.15772478729593,440.16360112837094
417.6774593814235,425.57307227153376
393.33186685031603,424.62934874864357
380.0589243845511,410.2858945200351
380.0589243845511,410.2858945200351
380.0589243845511,410.2858945200351
380.9052736459595,388.4523026284729
380.9052736459595,388.4523026284729
373.5154596774945,347.99066564452255
378.26257008879236,340.9821229428179
369.7256710226142,296.60452834875895
382.7991323875946,277.3031267416651
411.80215950896894,271.72377179392953
421.8358416605384,256.9102046737448
418.3172943261316,238.61959821366986
434.05059614781555,215.39128615473174
431.01379988318325,196.37522238524247
431.01379988318325,196.37522238524247
431.01379988318325,196.37522238524247
431.01379988318325,196.37522238524247
406.0072577725924,178.22110571056214
396.48458785068067,131.0059760290451
396.48458785068067,131.0059760290451
396.48458785068067,131.0059760290451
396.48458785068067,131.0059760290451
396.48458785068067,131.0059760290451
396.48458785068067,131.0059760290451
387.0142549723344,106.52218479877529
351.3692312677891,78.28994978731802
351.3692312677891,78.28994978731802
351.3692312677891,78.28994978731802
351.3692312677891,78.28994978731802
346.6263617939855,37.74655814640364
346.6263617939855,37.74655814640364
346.6263617939855,37.74655814640364
346.6263617939855,37.74655814640364
362.1911370994858,18.056433666372985
375.94068580143323,0.0
372.8363091066055,0.0
361.75659050094316,0.0
361.2767070474002,0.0
361.1593257183674,0.0
325.554081177157,0.0
306.40236101462403,0.0
296.60825339941516,0.0
281.13792157791903,0.0
271.01109416463305,0.0
257.70639335681284,0.0
254.60630045049427,0.0
255.1006432289125,0.0
262.2890004216995,0.0
251.90098918812313,0.0
255.67122363171885,0.0
293.31824744323677,0.0
303.2454197825279,0.0
304.41749911724935,0.0
293.8470980630523,0.0
271.52841856077595,0.0
281.64867114810824,0.0
281.1012360323066,0.0
288.94621115274856,0.0
290.6893814975487,0.0
291.1885671093171,0.0
288.88007010559215,0.0
288.36647727447166,0.0
282.2906316743896,0.0
239.75733402739965,0.0
233.42962160820403,0.0
237.69968663672304,0.0
266.9371830172579,0.0
285.4186394626722,0.0
284.4016429518677,0.0
290.08675346714745,0.0
324.39654931978663,0.0
356.80995264156803,31.118653027831648
356.80995264156803,31.118653027831648
371.35064410884377,34.023920272183275
371.35064410884377,34.023920272183275
371.35064410884377,34.023920272183275
409.2215773339433,23.13528803013662
428.26733426176054,0.0
437.8900708058283,0.0
428.83736309721354,0.0
411.9816911801768,0.0
405.0406181802585,0.0
405.8006667234979,0.0
410.4212947853457,0.0
418.8446891456645,0.0
448.39643966757285,1.2840567140384158
494.13588207633086,0.0
500.0,0.0
499.58200981692096,0.0
492.96521744949155,0.0
500.0,0.0
500.0,0.0
500.0,4.203524017957253
500.0,0.0
500.0,0.0
500.0,0.0
500.0,0.0
500.0,0.0
500.0,0.0
500.0,0.0
492.4468416847569,0.0
462.678028281911,0.0
429.50058654050866,30.507458801551422
426.2954411923927,30.3903463994924
414.67342778642575,17.990892821481452
388.23141185404535,17.04210240939927
370.4106352072904,12.345740824007962
342.1867749794194,5.225282581736942
342.1867749794194,5.225282581736942
327.20292977000446,3.191878477799531
293.37921566638437,0.0
289.7432594355835,0.0
300.3802418811875,0.0
331.4269054563356,0.0
341.8731368819199,0.0
351.8197999614475,0.0
368.5430219831623,0.0
374.49004885645314,0.0
374.52569179277316,0.0
399.30862197894845,0.0
410.60176138384094,1.907259378203437
421.10397330888924,0.0
433.7902834241379,1.9991905228854603
483.1035267706881,7.682580623713111
500.0,36.172028710918696
500.0,40.68231529736819
500.0,20.845844144621413
500.0,20.84826636799062
500.0,0.0
500.0,0.0
500.0,0.0
500.0,0.0
500.0,0.0
500.0,0.0
500.0,0.0
500.0,0.9408196535045287
500.0,0.0
500.0,1.1381357141282122
500.0,19.832986230285726
500.0,46.805471514668476
500.0,43.915494853410905
500.0,44.01215823636236
500.0,62.03347192607629
499.52863476892577,71.45413679807083
499.96475392009404,72.49001323061034
499.26917385133305,82.056016511391
500.0,111.95728158145994
500.0,114.06241696636255
500.0,85.42681622520217
500.0,67.14039202176195
500.0,42.17594917082706
250.0,250.0
277.7002470037998,277.7002470037998
312.71166629640015,288.75138671595863
332.2949087526052,324.56758589438016
358.32667444524236,332.20715846248606
379.2048104715829,320.81698977913146
390.1743157972455,311.0267426607684
390.4242023991814,306.63794123410344
420.75354639796257,279.57628700625327
459.06810338022103,281.3490598274392
459.8401796276286,280.6948443259082
463.9836620781258,258.83834840695465
455.4767258941728,245.6730538055502
436.35653633084775,241.5632444616487
431.140322636412,244.9337674926636
420.8430995354313,291.5331264868072
422.68053051769687,294.93028289531526
455.8480984737532,331.70691996284825
468.0626968892022,342.32429584903116
486.78512125351966,341.01760459963197
500.0,318.23390499867503
500.0,319.0083183411439
500.0,328.4784087948766
500.0,332.0302442477607
500.0,331.605584078641
500.0,341.61223368636837
500.0,335.7269326774816
500.0,337.91499565587
500.0,369.7817802216439
491.1308115944391,394.9679611935337
491.1747388821622,395.34145493626363
470.39351511327305,421.68212485171705
472.3183180888195,442.6738363361178
498.87116877218006,464.76623505206413
500.0,461.8044586709497
500.0,467.23253938921613
500.0,465.62520843620086
500.0,461.94702959378213
500.0,459.3423374913204
500.0,442.5984927614538
499.5926869036883,434.97687928094484
495.38622254640296,430.77185907518873
458.44252451164306,430.7379729044867
430.02898564663093,459.0702942680566
430.02898564663093,459.0702942680566
430.02898564663093,459.0702942680566
430.02898564663093,459.0702942680566
381.2433031945276,467.25161989963476
381.2433031945276,467.25161989963476
381.2433031945276,467.25161989963476
381.2433031945276,467.25161989963476
374.6553126274316,470.4713799721724
372.2534465706662,477.3115992237217
333.43913055594163,499.07419596933465
291.7529842676587,500.0
290.82948864555,499.2470850354507
288.35626489786335,499.29956664590804
280.6617411774635,496.56502931862514
279.7297473909326,496.0041154396578
253.27714502920293,471.448094410096
253.27714502920293,471.448094410096
228.1978381545489,470.0481646012947
194.54754773250227,443.5907394126305
147.63659014799532,428.5528527683811
107.77394593692593,407.15484820659873
97.77376840748714,373.97700905172616
94.80571335727325,362.20349098067186
97.4218584210767,357.64992697949805
135.81252588466805,347.248313305964
137.43300689490542,344.42605833507287
137.31681835822855,343.32986893940625
121.18733497666366,330.2919128276852
79.856862695977,334.67262732588324
77.58320196294049,336.67365278170604
75.09079754543615,375.75226208641067
61.173575818793765,388.00071683913575
60.76835669301403,394.3528225071892
27.093206038169747,423.9979281023302
27.093206038169747,423.9979281023302
27.093206038169747,423.9979281023302
24.534820979877292,423.8350985802214
15.450868608184209,415.27777135303756
14.918756210386876,397.45267567455517
46.35322624558349,364.0837018059339
92.04440711988185,362.5330296751155
133.60361328263846,346.3546223426285
152.10366172066384,333.1427414934628
158.73078869051736,293.4040855951359
158.73078869051736,293.4040855951359
151.5475827252298,283.3455054310064
154.88184338527503,242.00446618217117
152.4607407434193,238.5670993145381
154.06074674427887,198.034793059425
166.24679716077918,154.80944109717638
187.27040727933445,141.82299926594644
215.90124303906384,134.10515361465585
242.1127405816758,99.87189811423602
261.4040230639884,96.75407413494764
311.13647805290435,97.11959397833465
311.13647805290435,97.11959397833465
311.13647805290435,97.11959397833465
311.13647805290435,97.11959397833465
311.13647805290435,97.11959397833465
311.13647805290435,97.11959397833465
325.38029313182597,98.04119824275217
335.1483743022216,109.160752586356
334.278370910593,122.9211791677582
334.278370910593,122.9211791677582
334.278370910593,122.9211791677582
334.278370910593,122.9211791677582
334.278370910593,122.9211791677582
322.9368100702767,139.40767033355576
327.05876076441206,161.70318354688126
322.1828135261336,168.8649329716578
314.1249623743699,185.34017236527617
321.00887445799384,205.40388095644235
326.93339186716497,212.47688378854448
344.6990105400451,214.0466873892623
367.07129575497186,195.56280709019467
367.07129575497186,195.56280709019467
368.599029016257,195.7081706545752
395.37403652446017,178.6744586106002
402.34508490463065,172.58574026429758
414.76075490951644,173.42455218677603
462.7234554610126,162.75040774599057
469.90228249123675,151.4615943912281
468.37808460683374,136.2236772385706
463.8798874997919,113.27930300637114
467.79243256092667,107.45852450784251
479.0116446791262,105.25114244070312
500.0,92.86946805747807
500.0,90.56118983048908
493.40810820390345,47.356748976390506
481.5037517914709,38.602907496121276
476.16926695393664,20.619559072942735
473.9445595037713,15.056732235040144
450.24416124590823,0.0
436.2737504593149,0.0
436.2737504593149,0.0
436.2737504593149,0.0
436.2737504593149,0.0
436.2737504593149,0.0
404.8603696916811,0.0
392.3200392094622,0.0
364.0515357800736,0.0
364.0515357800736,0.0
364.0515357800736,0.0
364.0515357800736,0.0
364.0515357800736,0.0
364.0515357800736,0.0
364.0515357800736,0.0
364.0515357800736,0.0
364.0515357800736,0.0
364.0515357800736,0.0
364.0515357800736,0.0
334.16439064364187,0.0
332.996235587195,0.0
324.9589385551947,0.0
316.37842193463655,0.0
323.62754186180865,0.0
323.62353352085466,0.0
341.4768507128099,0.0
339.7007441673097,0.0
351.92314022944333,0.0
373.12904073736263,0.0
378.1717775599377,3.817897683757109
378.1717775599377,3.817897683757109
385.0174910276881,3.381422335795138
392.1826161486527,0.0
411.14857045233674,0.0
460.1927042728802,8.22196663568255
477.6489627360987,12.199756422940876
484.8710969694801,23.671947188484193
481.08013678243464,40.5878979178283
469.34948414822287,48.026221741121624
427.72407998213214,74.41226307410791
416.88971562517105,71.9846542266725
411.0828597886854,75.47476567810665
410.31858431625216,77.1032314797793
408.4090598426288,87.44022444075607
417.72651368954257,100.98004041180816
428.4528402389345,103.03590807768977
436.93768563119136,115.51763042807909
439.6152679265723,129.91243615771378
453.841146189165,170.78023937520476
457.75616835181324,174.57878531939897
494.06206494874885,199.93659463761213
497.2148149122591,217.66187522772552
497.2148149122591,217.66187522772552
497.2148149122591,217.66187522772552
497.2148149122591,217.66187522772552
497.2148149122591,217.66187522772552
497.2148149122591,217.66187522772552
497.2148149122591,217.66187522772552
497.2148149122591,217.66187522772552
497.2148149122591,217.66187522772552
500.0,237.07885168416874
500.0,269.4672427529175
500.0,291.2463426294651
500.0,296.3639386445051
500.0,296.4162878557117
500.0,293.5934746093971
500.0,301.83833472093045
500.0,316.1279871505076
492.60426879230204,332.4218155401814
492.60426879230204,332.4218155401814
492.60426879230204,332.4218155401814
481.7838143871415,336.5012214150276
468.6091703898685,330.5407066589764
463.8316745108594,317.8690378431442
469.54715297427566,305.23552841456046
465.3912097631043,294.2123386139962
453.4213310478647,277.9071334288477
456.069647937257,260.5006951357125
464.95041257039117,253.69274217422773
473.5633472989003,217.65515297347278
477.6688287301965,215.13334336347634
497.98096574240185,180.16666943281035
500.0,178.00862954926663
500.0,182.21003229335759
500.0,182.74458115872432
500.0,178.64041355646523
500.0,179.35910955283967
500.0,173.90566585217962
500.0,174.60574650539283
500.0,183.43750605850204
500.0,192.94457461037513
500.0,198.56799087743516
500.0,202.23063674401607
500.0,201.69377180934512
500.0,209.49430076276016
500.0,210.6850146650832
500.0,228.81886594779294
500.0,237.60611302770485
500.0,241.91442306760712
500.0,251.06252198521582
500.0,258.1095102820642
500.0,256.7053406022393
500.0,258.63989434480584
500.0,265.72101712423057
500.0,295.83111677220154
500.0,325.62826390733096
500.0,327.2981118985834
500.0,332.72591415269557
500.0,346.0096036896165
500.0,342.1793236291152
500.0,301.9835875071162
500.0,253.9921225963169
500.0,246.09406453407212
500.0,246.25746599905656
500.0,242.3545846097421
500.0,205.57826234289462
500.0,200.42857674242148
500.0,197.8080750738446
487.00690390570946,157.49243594161757
473.55602098821333,117.42539805420816
478.44259907618283,107.59809539090632
475.4528185211351,98.69428228865186
467.5420455760178,94.47388260351534
466.9187396477675,93.18996931200135
471.4981828841485,79.96879945840467
466.9464591125967,70.57932966784288
462.33105631001905,62.1828011352686
466.2957836319368,47.81244079721064
476.1075809520903,42.24152934568241
478.57337097342,33.29821936320575
474.4911597957857,26.107925084745133
462.4307966040427,22.77946965898364
454.80128527571776,24.880403341330194
447.1896529004017,20.585159080049394
439.85754259933134,22.55135619876293
429.27820929346404,16.44621065742224
384.40306250626645,0.0
379.6596287381381,0.0
383.51598574937736,0.0
364.92714211716384,0.0
364.92714211716384,0.0
364.7752589920869,0.0
373.5486168831493,0.0
373.2894082265356,0.0
369.77269883920656,0.0
360.3350325581595,0.0
354.7519558394129,0.0
337.5140742646338,0.0
310.4082210943072,0.0
301.2982537895987,0.0
290.6475324288049,0.0
284.1313189803244,0.0
285.007259482522,0.0
292.3242061434944,0.0
294.9814615368257,0.0
312.50620854564295,0.0
308.8058890802873,0.0
318.8868736749932,0.0
318.0673155331345,0.0
308.7175135488116,0.0
299.2824967061745,0.0
288.21221203647605,3.21125408118721
282.7510686447215,13.13531585481187
265.14347160394755,45.87910399791264
